Phone Number,Churn,Account Length,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,VMail Message,CustServ Calls,total_mins,total_calls,avg_mins_per_call,day_mins_share,eve_mins_share,night_mins_share,intl_mins_share,intl_call_rate,intl_charge_per_min,vmail_usage_rate,calls_per_day,peak_period_share,usage_time_std,dominant_usage_period,total_charge,charge_per_min
345-3947,1,177,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,0,3,716.0,228,3.1404,0.3716,0.3145,0.3138,0.0124,0.0351,0.2697,0.0,1.2881,0.3716,23.7593,Day,76.89,0.1074
345-4473,0,134,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11.0,4,2.97,0,6,513.6,297,1.7293,0.3986,0.2786,0.3228,0.0214,0.0135,0.27,0.0,2.2164,0.3986,31.153,Day,57.39,0.1117
345-4551,0,55,105.3,82,17.9,197.4,109,16.78,187.5,91,8.44,8.6,6,2.32,28,2,490.2,282,1.7383,0.2148,0.4027,0.3825,0.0175,0.0213,0.2698,0.0993,5.1273,0.4027,50.559,Evening,45.44,0.0927
345-4589,1,101,158.4,92,26.93,188.0,117,15.98,219.7,125,9.89,13.5,4,3.65,0,4,566.1,334,1.6949,0.2798,0.3321,0.3881,0.0238,0.012,0.2704,0.0,3.3069,0.3881,30.656,Night,56.45,0.0997
345-5089,0,57,189.3,157,32.18,174.9,70,14.87,221.9,117,9.1,11.2,5,3.02,0,3,586.1,344,1.7038,0.323,0.2984,0.3786,0.0191,0.0145,0.2696,0.0,6.0351,0.3786,24.0801,Night,59.17,0.101
345-5338,0,119,176.8,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,15,2.03,0,1,606.1,248,2.444,0.2917,0.3707,0.3376,0.0124,0.0605,0.2707,0.0,2.084,0.3707,24.0529,Evening,60.4,0.0997
345-5639,0,116,230.6,94,39.2,224.1,103,19.05,244.0,76,10.98,10.9,2,3.0,44,0,698.7,273,2.5593,0.33,0.3207,0.3492,0.0156,0.0073,0.2752,0.1612,2.3534,0.3492,10.1474,Night,72.23,0.1034
345-5980,0,83,94.7,102,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,32,2,449.5,309,1.4547,0.2107,0.3435,0.4458,0.0236,0.0194,0.2698,0.1036,3.7229,0.4458,52.9978,Night,41.1,0.0914
345-6043,0,82,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,0,3,612.3,281,2.179,0.3381,0.3804,0.2816,0.0149,0.0285,0.2703,0.0,3.4268,0.3804,30.3541,Evening,65.21,0.1065
345-6515,0,27,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,0,2,574.2,319,1.8,0.3504,0.3957,0.2539,0.0146,0.0094,0.2702,0.0,11.8148,0.3957,41.5755,Evening,62.34,0.1086
345-6961,1,76,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0,0,661.5,296,2.2348,0.3731,0.3119,0.315,0.02,0.0169,0.2697,0.0,3.8947,0.3731,22.8007,Day,72.44,0.1095
345-7014,0,70,230.3,110,39.15,77.9,87,6.62,247.1,105,9.1,13.2,4,3.56,0,1,555.3,302,1.8387,0.4147,0.1403,0.445,0.0238,0.0132,0.2697,0.0,4.3143,0.445,93.2172,Night,58.43,0.1052
345-7117,0,119,109.2,96,18.56,153.1,80,13.01,240.0,102,10.8,9.8,5,2.65,0,2,502.3,278,1.8068,0.2174,0.3048,0.4778,0.0195,0.018,0.2704,0.0,2.3361,0.4778,66.5676,Night,45.02,0.0896
345-7900,0,72,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,0,2,503.7,326,1.5451,0.2805,0.2678,0.4517,0.0222,0.0092,0.2696,0.0,4.5278,0.4517,51.7142,Night,48.75,0.0968
345-8237,0,127,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,36,1,573.3,264,2.1716,0.3196,0.2212,0.4593,0.0195,0.0303,0.2696,0.1364,2.0787,0.4593,68.5921,Night,56.79,0.0991
345-8350,0,110,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,0,1,597.4,304,1.9651,0.2208,0.4565,0.3227,0.0119,0.0132,0.2704,0.0,2.7636,0.4565,70.6133,Evening,56.2,0.0941
345-8397,0,70,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,0,1,488.2,322,1.5161,0.313,0.3761,0.3109,0.0215,0.0062,0.2705,0.0,4.6,0.3761,18.078,Evening,51.26,0.105
345-8433,0,166,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,0,2,587.2,287,2.046,0.337,0.4275,0.2355,0.0191,0.007,0.2696,0.0,1.7289,0.4275,56.3812,Evening,64.22,0.1094
345-9018,0,102,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,0,1,519.2,291,1.7842,0.1986,0.5297,0.2718,0.0216,0.0172,0.2696,0.0,2.8529,0.5297,90.2984,Evening,50.28,0.0968
345-9140,1,64,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,0,1,871.7,236,3.6936,0.3978,0.2862,0.3159,0.0153,0.0381,0.2699,0.0,3.6875,0.3978,50.3919,Day,96.15,0.1103
345-9153,0,132,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,39,2,588.4,305,1.9292,0.2986,0.3182,0.3832,0.0146,0.0098,0.2698,0.1279,2.3106,0.3832,26.0742,Night,58.25,0.099
345-9168,0,112,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,0,3,588.9,313,1.8815,0.3647,0.3561,0.2792,0.016,0.016,0.2702,0.0,2.7946,0.3647,27.7436,Day,64.28,0.1092
345-9598,0,140,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,0,1,649.3,326,1.9917,0.245,0.4155,0.3394,0.0159,0.0123,0.2699,0.0,2.3286,0.4155,55.4565,Evening,62.68,0.0965
345-9690,0,89,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,0,2,415.2,281,1.4776,0.216,0.433,0.3509,0.0229,0.0142,0.2705,0.0,3.1573,0.433,45.4914,Evening,39.66,0.0955
346-1095,0,81,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,0,4,604.0,282,2.1418,0.2752,0.3603,0.3646,0.0219,0.0071,0.2697,0.0,3.4815,0.3646,30.4541,Night,60.22,0.0997
346-1629,1,97,236.9,107,40.27,157.6,105,13.4,241.0,120,10.85,7.3,2,1.97,0,0,635.5,332,1.9142,0.3728,0.248,0.3792,0.0115,0.006,0.2699,0.0,3.4227,0.3792,47.0122,Night,66.49,0.1046
346-2020,1,37,172.9,119,29.39,183.0,86,15.56,226.4,100,10.19,9.8,1,2.65,0,0,582.3,305,1.9092,0.2969,0.3143,0.3888,0.0168,0.0033,0.2704,0.0,8.2432,0.3888,28.4248,Night,57.79,0.0992
346-2347,0,137,147.2,119,25.02,192.8,91,16.39,172.7,105,9.1,10.2,4,2.75,0,1,512.7,315,1.6276,0.2871,0.376,0.3368,0.0199,0.0127,0.2696,0.0,2.2993,0.376,22.8532,Evening,53.26,0.1039
346-2359,0,110,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,0,1,618.5,311,1.9887,0.2401,0.4469,0.313,0.02,0.0096,0.2702,0.0,2.8273,0.4469,64.8694,Evening,60.8,0.0983
346-2530,0,99,62.9,81,10.69,231.0,64,19.64,168.9,121,7.6,8.5,5,2.3,0,1,462.8,266,1.7398,0.1359,0.4991,0.365,0.0184,0.0188,0.2706,0.0,2.6869,0.4991,85.0,Evening,40.23,0.0869
346-3445,0,163,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,25,2,672.7,286,2.3521,0.3264,0.3128,0.3608,0.0205,0.028,0.2703,0.0874,1.7546,0.3608,16.641,Night,69.86,0.1039
346-4216,0,154,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,2,2.59,35,0,579.1,301,1.9239,0.3868,0.3315,0.2816,0.0166,0.0066,0.2698,0.1163,1.9545,0.3868,30.4631,Day,64.33,0.1111
346-4360,0,132,181.1,121,30.79,314.4,109,26.72,246.7,81,9.1,4.2,9,1.13,0,2,742.2,311,2.3865,0.244,0.4236,0.3324,0.0057,0.0289,0.269,0.0,2.3561,0.4236,66.6528,Evening,67.74,0.0913
346-4919,0,145,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,31,2,675.8,326,2.073,0.3196,0.3331,0.3473,0.0158,0.0031,0.2701,0.0951,2.2483,0.3473,9.3511,Night,69.3,0.1025
346-4984,0,116,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14.0,3,3.78,0,2,463.4,359,1.2908,0.1931,0.3902,0.4167,0.0302,0.0084,0.27,0.0,3.0948,0.4167,56.5979,Night,43.06,0.0929
346-5036,0,112,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,0,599.6,352,1.7034,0.3481,0.3549,0.297,0.0142,0.0114,0.2706,0.0,3.1429,0.3549,18.9616,Evening,63.88,0.1065
346-5053,0,103,138.8,80,23.6,142.0,108,12.07,183.8,77,8.27,11.8,7,3.19,34,1,464.6,265,1.7532,0.2988,0.3056,0.3956,0.0254,0.0264,0.2703,0.1283,2.5728,0.3956,25.108,Night,47.13,0.1014
346-5068,1,172,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,0,3,618.7,331,1.8692,0.464,0.2883,0.2476,0.0233,0.006,0.2701,0.0,1.9244,0.464,71.157,Day,74.75,0.1208
346-5287,0,89,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11.0,5,2.97,0,1,586.2,284,2.0641,0.2352,0.3286,0.4362,0.0188,0.0176,0.27,0.0,3.191,0.4362,58.9499,Night,54.29,0.0926
346-5349,0,139,138.3,96,23.51,80.6,79,6.85,163.7,83,7.37,8.3,8,2.24,25,0,382.6,258,1.4829,0.3615,0.2107,0.4279,0.0217,0.031,0.2699,0.0969,1.8561,0.4279,42.5834,Night,39.97,0.1045
346-5611,0,62,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46,0,2,618.4,288,2.1472,0.2794,0.3312,0.3894,0.0147,0.0278,0.2703,0.0,4.6452,0.3894,34.0196,Night,60.09,0.0972
346-5707,0,53,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,0,3,567.3,354,1.6025,0.1014,0.468,0.4306,0.0204,0.0169,0.2698,0.0,6.6792,0.468,114.4608,Evening,46.47,0.0819
346-5992,1,103,174.7,151,29.7,148.0,56,12.58,168.2,109,7.57,15.8,3,4.27,0,6,490.9,316,1.5535,0.3559,0.3015,0.3426,0.0322,0.0095,0.2703,0.0,3.068,0.3559,13.9235,Day,54.12,0.1102
346-6352,0,121,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,35,0,610.2,254,2.4024,0.3176,0.3238,0.3586,0.0097,0.0157,0.2695,0.1378,2.0992,0.3586,13.4715,Night,61.19,0.1003
346-6941,0,77,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,24,1,447.6,230,1.9461,0.3338,0.2768,0.3894,0.0226,0.0261,0.2703,0.1043,2.987,0.3894,25.2006,Night,46.5,0.1039
346-7302,0,74,154.1,104,26.2,123.4,84,10.49,202.1,57,9.09,10.9,9,2.94,35,2,479.6,245,1.9576,0.3213,0.2573,0.4214,0.0227,0.0367,0.2697,0.1429,3.3108,0.4214,39.6656,Night,48.72,0.1016
346-7656,1,97,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,0,4,484.7,260,1.8642,0.2492,0.3503,0.4005,0.0246,0.0115,0.2697,0.0,2.6804,0.4005,37.3372,Night,46.91,0.0968
346-7795,0,144,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,0,645.4,297,2.1731,0.3153,0.3836,0.3011,0.0184,0.037,0.2697,0.0,2.0625,0.3836,28.4908,Evening,67.6,0.1047
346-8112,0,113,180.4,89,30.67,129.4,124,11.0,166.9,124,7.51,8.4,2,2.27,32,1,476.7,337,1.4145,0.3784,0.2714,0.3501,0.0176,0.0059,0.2702,0.095,2.9823,0.3784,26.4244,Day,51.45,0.1079
346-8362,0,155,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,10.9,3,3.0,26,1,497.6,333,1.4943,0.4254,0.2797,0.2948,0.0219,0.009,0.2752,0.0781,2.1484,0.4254,39.8696,Day,57.42,0.1154
346-8368,0,128,235.3,136,37.89,262.0,80,23.23,191.4,101,8.61,10.8,4,2.92,32,0,688.7,317,2.1726,0.3417,0.3804,0.2779,0.0157,0.0126,0.2704,0.1009,2.4766,0.3804,35.6475,Evening,72.65,0.1055
346-8581,0,137,230.2,113,39.13,220.4,79,18.73,204.7,101,9.21,10.7,7,2.89,0,4,655.3,293,2.2365,0.3513,0.3363,0.3124,0.0163,0.0239,0.2701,0.0,2.1387,0.3513,12.8633,Day,69.96,0.1068
346-8863,0,61,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,3,2.7,15,2,699.8,312,2.2429,0.3607,0.2684,0.371,0.0143,0.0096,0.27,0.0481,5.1148,0.371,39.5395,Night,73.25,0.1047
346-9317,0,36,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,0,582.3,274,2.1252,0.2707,0.3165,0.4128,0.0204,0.0036,0.2697,0.0,7.6111,0.4128,42.261,Night,56.49,0.097
347-1263,0,164,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,27,3,572.6,342,1.6743,0.2789,0.2948,0.4263,0.0168,0.0263,0.2698,0.0789,2.0854,0.4263,46.3254,Night,55.07,0.0962
347-1473,0,131,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,0,2,591.0,336,1.7589,0.3179,0.3393,0.3428,0.0173,0.0327,0.2696,0.0,2.5649,0.3428,7.9505,Night,60.85,0.103
347-1640,0,56,235.3,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,0,1,687.6,291,2.3629,0.3422,0.3136,0.3442,0.0153,0.0172,0.2705,0.0,5.1964,0.3442,11.7987,Night,62.03,0.0902
347-1814,0,141,192.4,102,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,0,525.1,271,1.9376,0.3664,0.2988,0.3348,0.0209,0.0221,0.27,0.0,1.922,0.3664,17.7624,Day,56.93,0.1084
347-1870,0,28,159.7,79,27.15,216.7,131,18.42,206.7,116,9.3,9.3,3,2.51,0,2,583.1,326,1.7887,0.2739,0.3716,0.3545,0.0159,0.0092,0.2699,0.0,11.6429,0.3716,30.4357,Evening,57.38,0.0984
347-1914,0,117,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,0,2,618.7,297,2.0832,0.2423,0.4139,0.3438,0.0215,0.0438,0.2699,0.0,2.5385,0.4139,53.3945,Evening,60.41,0.0976
347-2016,1,89,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,0,5,558.2,239,2.3356,0.2315,0.3836,0.385,0.0185,0.0167,0.2699,0.0,2.6854,0.385,49.2496,Night,52.61,0.0942
347-2378,0,103,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,0,1,570.9,276,2.0685,0.2817,0.2729,0.4454,0.0149,0.0109,0.2706,0.0,2.6796,0.4454,55.482,Night,54.32,0.0951
347-2951,0,85,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,0,3,550.1,322,1.7084,0.2112,0.4176,0.3712,0.0184,0.0093,0.2703,0.0,3.7882,0.4176,59.549,Evening,51.19,0.0931
347-3406,1,107,294.9,71,50.13,192.8,78,16.39,148.1,87,9.1,13.2,5,3.56,0,1,635.8,236,2.6941,0.4638,0.3032,0.2329,0.0208,0.0212,0.2697,0.0,2.2056,0.4638,75.2471,Day,79.18,0.1245
347-3821,0,130,152.9,87,25.99,213.2,99,18.12,205.3,114,9.24,10.8,6,2.92,19,2,571.4,300,1.9047,0.2676,0.3731,0.3593,0.0189,0.02,0.2704,0.0633,2.3077,0.3731,32.7726,Evening,56.27,0.0985
347-3895,0,130,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,0,3,528.2,281,1.8797,0.386,0.3631,0.2509,0.0229,0.0142,0.2702,0.0,2.1615,0.386,38.2118,Day,60.19,0.114
347-3958,0,87,171.6,119,29.17,205.0,107,17.43,170.6,114,7.68,13.8,4,3.73,0,0,547.2,340,1.6094,0.3136,0.3746,0.3118,0.0252,0.0118,0.2703,0.0,3.908,0.3746,19.5786,Evening,58.01,0.106
347-4112,0,163,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,0,1,653.6,297,2.2007,0.2927,0.2967,0.4106,0.0196,0.0135,0.2703,0.0,1.8221,0.4106,43.7825,Night,64.54,0.0987
347-4626,0,114,235.3,98,37.88,180.5,105,15.34,151.3,101,6.81,13.0,4,3.51,31,0,567.1,304,1.8655,0.4149,0.3183,0.2668,0.0229,0.0132,0.27,0.102,2.6667,0.4149,42.6452,Day,63.54,0.112
347-4982,0,100,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,0,2,575.8,281,2.0491,0.3322,0.2405,0.4272,0.0111,0.0107,0.2703,0.0,2.81,0.4272,53.7528,Night,57.09,0.0991
347-5063,0,160,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,0,2,592.9,316,1.8763,0.2888,0.4107,0.3006,0.0219,0.0095,0.27,0.0,1.975,0.4107,39.8756,Evening,61.33,0.1034
347-5113,0,129,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,10.9,4,3.0,0,1,487.4,371,1.3137,0.1122,0.5254,0.3623,0.0224,0.0108,0.2752,0.0,2.876,0.5254,101.4411,Evening,42.02,0.0862
347-5354,0,59,225.0,78,38.25,191.3,79,16.26,226.7,79,10.2,9.1,3,2.46,31,1,643.0,236,2.7246,0.3499,0.2975,0.3526,0.0142,0.0127,0.2703,0.1314,4.0,0.3526,19.9656,Night,67.17,0.1045
347-5843,0,151,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0,0,690.1,302,2.2851,0.2879,0.3036,0.4085,0.018,0.0132,0.2702,0.0,2.0,0.4085,45.2413,Night,67.63,0.098
347-6164,0,90,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13.0,1,3.51,0,1,445.0,287,1.5505,0.3764,0.3126,0.311,0.0292,0.0035,0.27,0.0,3.1889,0.3764,16.6025,Day,50.04,0.1124
347-6393,0,98,235.3,105,18.89,217.9,101,18.52,248.1,108,9.1,6.6,3,1.78,29,2,701.3,314,2.2334,0.3355,0.3107,0.3538,0.0094,0.0096,0.2697,0.0924,3.2041,0.3538,15.1583,Night,48.29,0.0689
347-6717,0,81,168.3,124,28.61,270.9,103,23.03,252.15,98,10.01,6.7,2,1.81,46,4,691.35,325,2.1272,0.2434,0.3918,0.3647,0.0097,0.0062,0.2701,0.1415,4.0123,0.3918,54.6338,Evening,63.46,0.0918
347-6812,0,96,106.6,128,18.12,284.8,87,24.21,178.9,92,8.05,14.9,7,4.02,0,1,570.3,307,1.8577,0.1869,0.4994,0.3137,0.0261,0.0228,0.2698,0.0,3.1979,0.4994,89.6264,Evening,54.4,0.0954
347-6994,0,90,175.9,102,29.9,285.2,115,24.24,150.8,122,6.79,13.0,7,3.51,0,1,611.9,339,1.805,0.2875,0.4661,0.2464,0.0212,0.0206,0.27,0.0,3.7667,0.4661,71.4608,Evening,64.44,0.1053
347-7420,0,63,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,8,1.78,29,1,501.1,254,1.9728,0.284,0.2369,0.4791,0.0132,0.0315,0.2697,0.1142,4.0317,0.4791,64.3684,Night,46.86,0.0935
347-7675,0,37,134.9,98,22.93,248.4,130,23.23,236.2,113,10.63,14.7,2,3.97,0,3,619.5,341,1.8167,0.2178,0.401,0.3813,0.0237,0.0059,0.2701,0.0,9.2162,0.401,62.3067,Evening,60.76,0.0981
347-7741,0,108,178.3,137,30.31,189.0,76,16.07,129.1,102,5.81,14.6,5,3.94,0,0,496.4,315,1.5759,0.3592,0.3807,0.2601,0.0294,0.0159,0.2699,0.0,2.9167,0.3807,31.9456,Evening,56.13,0.1131
347-7773,0,128,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,0,510.3,340,1.5009,0.2024,0.4819,0.3157,0.0125,0.0206,0.2703,0.0,2.6562,0.4819,71.7248,Evening,47.44,0.093
347-7898,0,18,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21,0,1,638.8,329,1.9416,0.4283,0.1794,0.3923,0.0128,0.0122,0.2695,0.0,18.2778,0.4283,85.9321,Day,69.74,0.1092
347-8205,0,99,235.3,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,8,3.24,0,2,658.8,272,2.4221,0.3572,0.282,0.3608,0.0182,0.0294,0.27,0.0,2.7475,0.3608,29.2962,Night,67.54,0.1025
347-8659,1,88,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,0,4,692.1,326,2.123,0.4356,0.3723,0.192,0.0194,0.0061,0.2701,0.0,3.7045,0.4356,87.4828,Day,82.76,0.1196
347-9421,0,13,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,31,1,672.2,306,2.1967,0.3947,0.2196,0.3857,0.0192,0.0033,0.2698,0.1013,23.5385,0.3947,66.29,Day,72.8,0.1083
347-9737,0,98,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,0,1,564.6,344,1.6413,0.3316,0.3464,0.322,0.009,0.0116,0.2706,0.0,3.5102,0.3464,6.9541,Evening,58.01,0.1027
347-9738,0,106,194.8,133,33.12,213.4,73,18.14,190.8,92,8.59,11.5,7,3.11,0,0,599.0,298,2.0101,0.3252,0.3563,0.3185,0.0192,0.0235,0.2704,0.0,2.8113,0.3563,12.0604,Evening,62.96,0.1051
347-9769,0,140,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,10.9,9,3.0,28,1,514.0,268,1.9179,0.3056,0.3354,0.3589,0.0212,0.0336,0.2752,0.1045,1.9143,0.3589,13.7311,Night,52.66,0.1025
347-9968,0,101,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,0,1,670.6,244,2.7484,0.3449,0.3351,0.32,0.0107,0.0287,0.2694,0.0,2.4158,0.3449,8.4109,Day,70.02,0.1044
347-9995,0,148,241.7,84,41.09,165.8,84,14.09,160.6,80,7.23,11.3,3,3.05,33,1,568.1,248,2.2907,0.4255,0.2919,0.2827,0.0199,0.0121,0.2699,0.1331,1.6757,0.4255,45.3965,Day,65.46,0.1152
348-1163,1,115,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,8,3.19,0,1,766.2,294,2.6061,0.4507,0.2655,0.2839,0.0154,0.0272,0.2703,0.0,2.5565,0.4507,78.1742,Day,88.97,0.1161
348-1359,0,51,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,0,647.9,218,2.972,0.3315,0.2311,0.4374,0.0157,0.0229,0.2696,0.0,4.2745,0.4374,66.8576,Night,64.74,0.0999
348-1528,0,42,155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9.0,3,2.43,0,0,477.2,300,1.5907,0.3256,0.3439,0.3305,0.0189,0.01,0.27,0.0,7.1429,0.3439,4.5081,Evening,49.9,0.1046
348-1592,0,69,135.4,101,23.02,238.1,124,20.24,195.6,102,8.8,10.6,2,2.86,0,1,569.1,327,1.7404,0.2379,0.4184,0.3437,0.0186,0.0061,0.2698,0.0,4.7391,0.4184,51.6036,Evening,54.92,0.0965
348-1706,0,110,196.1,103,32.39,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,0,3,531.7,297,1.7902,0.3688,0.3756,0.2556,0.0243,0.0034,0.2698,0.0,2.7,0.3756,35.8409,Evening,58.96,0.1109
348-2009,0,72,147.0,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,0,1,472.2,262,1.8023,0.3113,0.3437,0.345,0.0222,0.0153,0.2705,0.0,3.6389,0.345,9.0117,Night,48.96,0.1037
348-2150,0,179,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0,0,499.8,303,1.6495,0.2323,0.4038,0.3639,0.0232,0.0165,0.2698,0.0,1.6927,0.4038,44.8519,Evening,48.21,0.0965
348-2916,0,92,265.6,82,45.15,180.7,75,15.36,252.15,113,9.5,8.6,2,2.32,0,1,698.45,270,2.5869,0.3803,0.2587,0.361,0.0123,0.0074,0.2698,0.0,2.9348,0.3803,45.6326,Day,72.33,0.1036
348-3338,0,160,256.0,102,43.52,187.4,61,15.93,119.1,81,5.36,11.5,4,3.11,0,3,562.5,244,2.3053,0.4551,0.3332,0.2117,0.0204,0.0164,0.2704,0.0,1.525,0.4551,68.4501,Day,67.92,0.1207
348-3444,0,120,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,31,0,610.0,255,2.3922,0.2516,0.3592,0.3892,0.0187,0.0157,0.2702,0.1216,2.125,0.3892,44.1162,Night,58.48,0.0959
348-3581,0,146,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,0,1,603.1,247,2.4417,0.1807,0.4407,0.3785,0.0209,0.0081,0.2698,0.0,1.6918,0.4407,81.879,Evening,54.79,0.0908
348-3777,0,70,143.4,72,24.38,170.0,92,14.45,127.9,68,5.76,9.4,4,2.54,30,3,441.3,232,1.9022,0.3249,0.3852,0.2898,0.0213,0.0172,0.2702,0.1293,3.3143,0.3852,21.2925,Evening,47.13,0.1068
348-3830,0,79,134.7,98,22.9,189.7,68,16.12,221.4,128,9.96,11.8,5,3.19,0,2,545.8,294,1.8565,0.2468,0.3476,0.4056,0.0216,0.017,0.2703,0.0,3.7215,0.4056,43.8687,Night,52.17,0.0956
348-4316,1,124,143.3,120,24.36,230.7,100,19.61,214.3,91,9.64,7.8,2,2.11,0,4,588.3,311,1.8916,0.2436,0.3921,0.3643,0.0133,0.0064,0.2705,0.0,2.5081,0.3921,46.4556,Evening,55.72,0.0947
348-4660,1,178,124.5,134,21.17,141.2,78,12.0,268.2,113,12.07,11.4,2,3.08,0,2,533.9,325,1.6428,0.2332,0.2645,0.5023,0.0214,0.0062,0.2702,0.0,1.8258,0.5023,78.5892,Night,48.32,0.0905
348-4961,0,113,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,34,1,347.5,263,1.3213,0.1292,0.3862,0.4846,0.0383,0.0114,0.2699,0.1293,2.3274,0.4846,63.7657,Night,30.21,0.0869
348-5038,0,102,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,0,2,502.7,242,2.0773,0.3113,0.4064,0.2823,0.0197,0.0083,0.2697,0.0,2.3725,0.4064,32.6388,Evening,53.04,0.1055
348-5567,0,127,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,0,2,640.3,337,1.9,0.2825,0.3272,0.3903,0.0116,0.0119,0.2703,0.0,2.6535,0.3903,34.6678,Night,61.81,0.0965
